Station,Occurrences,Latitude,Longitude
Hoyne Ave & 47th St,324,41.808268189,-87.677183032
McCormick Place,6567,41.851593256,-87.618866324
Dusable Harbor,19470,41.886976,-87.612813
Clark St & Lunt Ave,3849,42.00901118058077,-87.67411172389984
Wood St & Milwaukee Ave,15018,41.907627583,-87.672478914
Rockwell St & Archer Ave,405,41.82,-87.69
Halsted St & 35th St,3014,41.830709219,-87.647043228
Broadway & Argyle St,8813,41.973815,-87.65966
Tripp Ave & 31st St,94,41.84,-87.73
Kildare & Cermak,111,41.85,-87.73
Eberhart Ave & 131st St,86,41.658413151101065,-87.61071089698817
Hastings LWS,67,41.86,-87.68
Calumet Ave & 51st St,1142,41.802306056,-87.618071675
Bennett Ave & 79th St,88,41.751785,-87.578496
Canal St & Taylor St,7266,41.870257,-87.639474
Central Park Ave & Ohio St,252,41.89,-87.72
California Ave & Byron St,2673,41.952214956,-87.698020577
St. Louis Ave & Balmoral Ave,1121,41.980279088,-87.716145992
Public Rack - Laramie Ave & Grand Ave,55,41.92,-87.76
Indiana Ave & 133rd St,16,41.65,-87.62
California Ave & Marquette Rd,181,41.77,-87.69
Kenosha & Wellington,661,41.93,-87.73
Public Rack - Throop St & 109th Pl,34,41.69,-87.65
Orange & Addison,207,41.94,-87.82
Burnham Greenway & 105th St,225,41.704704285,-87.528502226
Public Rack - Kedzie Ave & 54th St - SE,24,41.79,-87.7
Public Rack - Washington Park Ct & 51st St,8,41.8,-87.62
Campbell Ave & North Ave,6677,41.910535,-87.689556
Public Rack - Hyde Park Blvd & 55th St,85,41.8,-87.58
Public Rack - Walden Pkwy & 103rd St,151,41.71,-87.67
Public Rack - Ashland Ave & 76th St,21,41.76,-87.66
Public Rack - Harding Ave & 47th St,6,41.81,-87.72
Public Rack - Pulaski Rd & 65th St,23,41.77,-87.72
Public Rack - Damen Ave & 80th St,5,41.75,-87.67
Pulaski Rd & 21st St,309,41.85,-87.72
Public Rack - Austin Ave & Roscoe St,108,41.94,-87.78
Public Rack - Cicero Ave & Wellington Ave,53,41.94,-87.75
Public Rack - South Shore Dr & 71st St,45,41.77,-87.56
Public Rack - Fullerton Ave & Narragansett Ave,120,41.92,-87.79
South Shore Dr & 74th St,507,41.76218896038,-87.55927465
Paulina Ave & North Ave,8734,41.910391808,-87.670058846
Kedzie Ave & Leland Ave,1926,41.96668636205,-87.7080519806
Greenview Ave & Diversey Pkwy,7426,41.932617188,-87.6659832
Michigan Ave & 18th St,10219,41.857813,-87.62455
Central Ave & Chicago Ave,415,41.894958,-87.764902
Public Rack - Kenton Ave & Palmer St,204,41.92,-87.74
W Oakdale Ave & N Broadway,3600,41.94,-87.64
Tripp Ave & 65th St,163,41.77,-87.73
Public Rack - Lawndale Ave & Diversey Ave,440,41.93,-87.72
Public Rack - Kedzie Ave & Archer Ave,57,41.81,-87.7
Sacramento Blvd & Fulton Ave,199,41.89,-87.7
Ashland Ave & Pershing Rd,305,41.823454142,-87.665602565
Public Rack - Ewing Ave & 95th St,4,41.72,-87.54
Public Rack - King Dr & 115th St,93,41.69,-87.61
Public Rack - Austin Ave & Wrightwood Ave,120,41.93,-87.78
Public Rack - Grand Ave & North Ave,69,41.91,-87.74
Fairfield Ave & Roosevelt Rd,532,41.866624,-87.694521
Public Rack - Talman Ave & Pershing Rd,17,41.82,-87.69
Nordica & Medill,132,41.92,-87.8
Public Rack - Kilbourn Ave & Fullerton Ave,164,41.92,-87.74
Public Rack - Avers Ave & Archer Ave,21,41.8,-87.72
Elizabeth St & 92nd St,264,41.726798963701185,-87.65429019927979
Long Ave & Belmont Ave,333,41.94,-87.76
St. Louis Ave & Fullerton Ave,3792,41.92481559681187,-87.71449506282805
Damen Ave & Cortland St,12728,41.916017532,-87.677269697
Cottage Grove Ave & 47th St,1642,41.809867859,-87.606739283
Winthrop Ave & Lawrence Ave,6903,41.968812,-87.657659
Throop St & 52nd St,107,41.799659,-87.657195
Public Rack - Western Ave & 92nd Pl,22,41.73,-87.68
California Ave & Francis Pl (Temp),4635,41.91849115368695,-87.69742280244827
MTV Hubbard St,1024,41.89,-87.68
Public Rack - Lawndale Ave & 23rd St,28,41.85,-87.72
Leavitt St & North Ave,7435,41.91050936666395,-87.6823890209198
N Clark St & W Elm St,292,41.9,-87.63
Public Rack - Midway Orange Line,108,41.79,-87.74
Rainbow Beach,234,41.75787144829,-87.54938625
Western Ave & Lake St,191,41.88,-87.69
Lake Park Ave & 35th St,2808,41.83127423549,-87.6087991946
Damen Ave & Cullerton St,3201,41.854966518753926,-87.67569959163664
Public Rack - Jonathan Y Scammon Public School,93,41.94,-87.73
Central Ave & Madison St,210,41.880124092,-87.763186216
Troy Ave & 27th St,63,41.84,-87.7
Sawyer Ave & Irving Park Rd,1239,41.95358617895,-87.7093107999
Public Rack - Canty Elementary School,3,41.95,-87.83
Public Rack - Menard Ave & Dakin St - midblock,56,41.95,-87.77
Stony Island Ave & 90th St,127,41.73133933333333,-87.58575216666667
Public Rack - Michigan Ave & 96th St,13,41.72,-87.62
Public Rack - Spaulding Ave & North Ave,363,41.91,-87.71
Canal St & Madison St,16097,41.882409,-87.639767
Field Museum,9839,41.865312,-87.617867
Delano Ct & Roosevelt Rd,7339,41.867504358,-87.632140994
Avenue O & 118th St,124,41.681042194,-87.537935019
Sheffield Ave & Waveland Ave,21884,41.949399,-87.654529
Lake Park Ave & 56th St,8325,41.793242,-87.587782
Central Park & Augusta Blvd,141,41.9,-87.72
Public Rack - Stewart Ave & 123rd St,14,41.67,-87.63
Major Taylor Trail & 115th St,206,41.684952974,-87.645216703
Kedzie Ave & 21st St,621,41.853547454,-87.705094337
Steelworkers Park,58,41.74,-87.53
Public Rack - Keeler Ave & 26th St,3,41.84,-87.73
Public Rack - Lowell Ave & Elston Ave,315,41.97,-87.74
Stony Island Ave & 82nd St,211,41.746526241,-87.585968971
Harding Ave & 26th St,271,41.84,-87.72
Public Rack - Emerald Ave & 43rd St,3,41.82,-87.64
Ridge Blvd & Touhy Ave,864,42.01213227742,-87.6829126443
Clark St & Bryn Mawr Ave,9496,41.983562589,-87.669133663
Leavitt St & Belmont Ave,4664,41.939354,-87.683282
Wilton Ave & Belmont Ave,28081,41.940231918108594,-87.65294373035431
Lakefront Trail & Wilson Ave,8785,41.965845,-87.645361
Larrabee St & Webster Ave,22976,41.921822,-87.64414
Ashland Ave & Lake St,5756,41.885954976,-87.667188883
Mozart St & Jackson Blvd,138,41.88,-87.7
Halsted St & 78th St,207,41.752487,-87.643902
Kildare Ave & 26th St,99,41.84,-87.73
Vernon Ave & 75th St,191,41.758361,-87.614138
California Ave & Lake St,1146,41.88445395657,-87.6962981368
Eastlake Ter & Howard St,818,42.01920250193227,-87.66430288553238
Wood St & Webster Ave,2076,41.92105672992757,-87.67279744148254
Yates Blvd & 93rd St,100,41.726166390245105,-87.5662761926651
Evans Ave & 75th St,244,41.758470416,-87.606417775
Public Rack - Pulaski & 52nd,21,41.8,-87.72
Vernon Ave & 79th St,218,41.75094583333333,-87.61382166666667
Public Rack - Fairfield Ave & 63rd St,37,41.78,-87.69
Racine Ave & Fullerton Ave,13482,41.925566,-87.658416
Racine Ave & Belmont Ave,14735,41.939743,-87.658865
Canal St & Monroe St,14584,41.88177,-87.63931783333334
Michigan Ave & 8th St,17868,41.872773,-87.623981
Woodlawn Ave & 55th St,10019,41.795264,-87.596471
Milwaukee Ave & Grand Ave,15520,41.891550333333335,-87.64820016666667
Racine Ave & 15th St,3458,41.86123383,-87.656481504
Artesian Ave & Hubbard St,4180,41.8895,-87.688257
Racine Ave & Fullerton Ave (Temp),3683,41.925514,-87.658399
Central Park Blvd & 5th Ave,205,41.875679,-87.71547
Calumet Park,217,41.71370983035615,-87.53084421157837
Rockwell St & 57th St,185,41.79,-87.69
Loomis Blvd & 84th St,148,41.741486528618054,-87.65841007232666
Drake Ave & Addison St,2042,41.947326,-87.717582
Sheffield Ave & Kingsbury St,14288,41.910522,-87.653106
Blue Island Ave & 18th St,6336,41.857487,-87.66169133333334
May St & Taylor St,14667,41.869413376,-87.655472994
Clark St & Randolph St,15248,41.88458395,-87.631770611
Clarendon Ave & Junior Ter,12369,41.961004,-87.649603
Milwaukee Ave & Fullerton Ave,4247,41.92,-87.7
Larrabee St & Kingsbury St,20368,41.897764,-87.642884
Aberdeen St & Jackson Blvd,13641,41.877811909,-87.654765844
Damen Ave & Pierce Ave,22407,41.909473538,-87.677703261
Sheridan Rd & Montrose Ave,15678,41.96167,-87.65464
Clark St & Jarvis Ave,1176,42.015963,-87.675005
Kedzie Ave & 52nd St,237,41.8,-87.7
Lincoln Ave & Waveland Ave,4945,41.948797,-87.675278
Public Rack - California Ave & Touhy Ave - NW,100,42.01,-87.7
Ashland Ave & 66th St,64,41.774074,-87.663815
Walden Pkwy & 100th St,338,41.712278166666664,-87.66771516666667
Kenton Ave & Madison St,174,41.880739212,-87.741037488
Public Rack - Christiana Ave & 55th St,3,41.79,-87.71
Rockwell St & 63rd St,51,41.78,-87.69
Cicero Ave & Quincy St,149,41.877617478,-87.745368481
Lockwood Ave & Wrightwood Ave,756,41.93,-87.76
Damen Ave & Sunnyside Ave,4221,41.96325,-87.679258
Dodge Ave & Church St,1122,42.048322916,-87.698457718
Lincoln Park Conservatory,12794,41.92393131136619,-87.63582453131676
Public Rack - Kedzie Ave & 54th St - SW,13,41.8,-87.7
Public Rack - Rutherford Ave & Belmont Ave,7,41.94,-87.79
Public Rack - Avers Ave & Irving Park Rd,192,41.95,-87.72
Public Rack - Kedzie Ave & 58th St,34,41.79,-87.7
Laramie Ave & Gladys Ave,87,41.875801333333335,-87.75533783333333
Greenwood Ave & 91st St,119,41.728681333333334,-87.59724266666667
Wood St & Hubbard St,4656,41.889899,-87.671473
MLK Jr Dr & 56th St,489,41.79342945658,-87.6158532619
Kimbark Ave & 53rd St,17908,41.799508833333334,-87.59465616666667
Maplewood Ave & Peterson Ave,751,41.99023602867,-87.6933696402
Public Rack - Milwaukee Ave & Diversey Ave,724,41.93,-87.71
MLK Jr Dr & Pershing Rd,1417,41.8246,-87.61678
Cicero Ave & Lake St,262,41.88689065,-87.745414495
Talman Ave & Addison St,3874,41.9466358306,-87.694614758
Ellis Ave & 53rd St,6051,41.79933626261,-87.6009581145
Halsted St & Archer Ave,2915,41.847203,-87.646795
Leavitt St & Division St,5222,41.903010607,-87.683786511
Ashland Ave & 78th St,119,41.752284884,-87.663940549
Michigan Ave & Lake St,22923,41.886438727,-87.624221087
Broadway & Cornelia Ave,22165,41.945529,-87.646439
Halsted St & North Branch St,2188,41.89939028549696,-87.64854490756989
Public Rack - Hamlin Ave & Montrose Ave,332,41.96,-87.72
Whipple St & Roosevelt Rd,62,41.87,-87.7
LaSalle Dr & Huron St,12532,41.89444983,-87.632302642
Kildare Ave & Chicago Ave,64,41.9,-87.73
Laramie Ave & Madison St,249,41.880207,-87.755337
N Shore Channel Trail & Argyle St,1041,41.97,-87.7
Central Park Ave & Bloomingdale Ave,3467,41.914166,-87.716755
Dayton St & North Ave,12120,41.91070883333333,-87.64936266666666
Wells St & Institute Pl,2180,41.897598624,-87.634411812
Green St & Randolph St*,9531,41.883601657275165,-87.64862671494483
St. Clair St & Erie St,24800,41.894321,-87.62283316666667
Wacker Dr & Washington St,10362,41.88314336439022,-87.63724207878113
Greenview Ave & Jarvis Ave,3632,42.0159657,-87.66856885
Public Rack - Milwaukee Ave & School St,206,41.94,-87.73
Kilbourn Ave & Irving Park Rd,655,41.953738093,-87.740528107
Southport Ave & Waveland Ave,20044,41.94815,-87.66394
Ashland Ave & 13th St,3886,41.865234,-87.666507
Eberhart Ave & 91st St,99,41.729285157254864,-87.6110315322876
Albany Ave & 26th St,377,41.844475,-87.702013
Narragansett & Wrightwood,1121,41.93,-87.79
Whipple/Irving Park,725,41.95,-87.7
Pulaski Rd & Eddy St (Temp),694,41.946264,-87.731023
California Ave & North Ave,5116,41.9104754,-87.6968944
Cottage Grove Ave & 71st St,236,41.76571903697,-87.604959713
Prairie Ave & 43rd St,1115,41.816125512,-87.619620681
Eberhart Ave & 61st St,467,41.784071072761,-87.61448353528975
Bernard St & Elston Ave,2330,41.949923,-87.713949
N Sheffield Ave & W Wellington Ave,2065,41.94,-87.65
DuSable Lake Shore Dr & North Blvd,39441,41.911722,-87.626804
Public Rack - Brighton Park Branch Chicago Library,7,41.82,-87.7
Troy St & North Ave,3693,41.90976930169,-87.7052804871
Kostner Ave & Wrightwood Ave,481,41.93,-87.74
Public Rack - Hyde Park Blvd & 53rd St,58,41.8,-87.58
Central Ave & Parker Ave,470,41.93,-87.77
Elizabeth St & 59th St,202,41.789908767,-87.654687524
Clark St & Montrose Ave,7525,41.961555958,-87.666232347
State St & Chicago Ave,24239,41.89661720040753,-87.62857854366302
Halsted St & Willow St,12094,41.913865,-87.648755
Loomis St & Jackson Blvd,6528,41.877945,-87.662007
Rhodes Ave & 32nd St,6235,41.836208,-87.613533
Central Park Ave & North Ave,1478,41.909728408,-87.716686487
Central St Metra,1281,42.063598,-87.69873
Damen Ave & 74th St,56,41.759254217,-87.673656344
Kostner Ave & Adams St,400,41.877922058,-87.736082196
State St & Kinzie St,16192,41.88937546663168,-87.62707650661469
State St & Harrison St,7783,41.874053,-87.627716
Racine Ave & Washington Blvd,5943,41.883073,-87.656952
Dearborn St & Erie St,25758,41.894177198,-87.629244924
Public Rack - Cottage Grove Ave & 87th St,12,41.74,-87.61
University Library (NU),3305,42.052939,-87.673447
Oakley Ave & Irving Park Rd,2626,41.95422633333333,-87.6860125
California Ave & Altgeld St,4189,41.926625609,-87.697770596
Kilbourn & Belden,287,41.92,-87.74
Wallace St & 35th St,1986,41.830707051440854,-87.64125533401966
Public Rack - California Ave & Cortez St,353,41.9,-87.7
Richmond St & 59th St,93,41.79,-87.7
Racine Ave & 35th St,1376,41.83068856472101,-87.65621066093445
MLK Jr Dr & 47th St,653,41.809851,-87.616279
Public Rack - Lafayette Ave & 95th St,63,41.72,-87.62
Green St & Washington Blvd,6594,41.88318130597391,-87.64872461557388
DuSable Lake Shore Dr & Belmont Ave,21035,41.940775,-87.639192
Wabash Ave & Roosevelt Rd,21884,41.867227,-87.625961
Stony Island Ave & 75th St,371,41.75867133333333,-87.58690716666666
Narragansett Ave & School St,321,41.94,-87.79
Wilton Ave & Diversey Pkwy,17949,41.932523608,-87.652739048
Cannon Dr & Fullerton Ave,6412,41.9267559875,-87.6344287848
Homan Ave & 65th St,162,41.78,-87.71
Damen Ave & 51st St,159,41.800920367,-87.674605966
Lawler Ave & 50th St,343,41.8,-87.75
Ashland Ave & Garfield Blvd,180,41.792886853,-87.664444685
Cicero Ave & Flournoy St,107,41.872151613,-87.746632934
Lincoln Ave & Balmoral Ave,715,41.98,-87.69
Kenneth Ave & 50th St,109,41.8,-87.73
Public Rack - Hoyne Ave & 110th Pl,118,41.69,-87.67
Halsted St & 47th Pl,407,41.80813391481,-87.6456165545
Public Rack - Peoria St & 60th St,1,41.79,-87.65
Harlem Ave & Grace St,95,41.95,-87.81
Washtenaw Ave & Lawrence Ave,3181,41.968987,-87.696027
Homan Ave & Fillmore St,104,41.87,-87.71
Dearborn St & Adams St,9454,41.8793563587,-87.6297910363
Wells St & Evergreen Ave,20382,41.906724,-87.63483
Wells St & Huron St,26343,41.894722,-87.634362
Public Rack - Spaulding Ave & Foster Ave,63,41.98,-87.71
Damen Ave & Walnut (Lake) St,3291,41.885951,-87.677009
Hoyne Ave & Balmoral Ave,2755,41.97988183333333,-87.68194933333334
Noble St & Milwaukee Ave,8072,41.900701761,-87.662498832
Stony Island Ave & 71st St,444,41.7664929373,-87.5864608775
Public Rack - Cicero Ave & Altgeld St,60,41.93,-87.75
Washtenaw Ave & Ogden Ave,857,41.86193049278259,-87.69345045089722
Public Rack - Princeton Ave & 43rd St,1,41.82,-87.63
Public Rack - King Dr & Oakwood Blvd,25,41.82,-87.62
Baltimore Ave & 87th St,193,41.737335600416664,-87.54851460456847
South Shore Dr & 71st St,1523,41.7664094567,-87.5656875719
Bloomingdale Ave & Harlem Ave,125,41.91,-87.81
Doty Ave & 111th St,164,41.695058,-87.59870633333334
Public Rack - Christiana Ave & Lawrence Ave,99,41.97,-87.71
Public Rack - Western Ave & 104th St - West,12,41.7,-87.68
Indiana Ave & 40th St,374,41.821615,-87.6213925
Summit Ave & 86th St,173,41.737841249,-87.644933343
Vernon Ave & 107th St,121,41.70012137923888,-87.61225998401642
Central Park Ave & Douglas Blvd,98,41.86,-87.72
S Michigan Ave & E 118th St,17,41.68,-87.62
Public Rack - Piotrowski Park,3,41.84,-87.73
Morgan St & Pershing Rd,148,41.823613,-87.650931
Public Rack - Jensen Park,121,41.96,-87.72
Public Rack - Cottage Grove & 85th St,4,41.74,-87.6
Public Rack - N Narragansett Ave & Grand Ave,24,41.92,-87.78
Elizabeth St & Randolph St,1548,41.88,-87.66
Morgan St & Polk St,18368,41.871737,-87.65103
Franklin St & Lake St,15819,41.885837,-87.6355
Logan Blvd & Elston Ave,6535,41.929465,-87.684158
Western Ave & Lunt Ave,1607,42.008657694,-87.690435648
Federal St & Polk St,18005,41.87207763285,-87.6295437729
Public Rack - Kostner Ave & Armitage Ave,548,41.92,-87.74
Clark St & Elm St,35948,41.902973,-87.63128
Sheridan Rd & Loyola Ave,4978,42.00104377979,-87.6611982433
Clarendon Ave & Leland Ave,7700,41.967968,-87.650001
Western Ave & Leland Ave,8638,41.966426015,-87.688680768
Halsted St & 59th St,65,41.787584186,-87.644901514
Keystone Ave & Fullerton Ave,1393,41.92459,-87.72785
Milwaukee Ave & Cuyler Ave,851,41.954468,-87.749594
Ogden Ave & Congress Pkwy,3688,41.875010833333334,-87.67322266666666
Racine Ave & Wrightwood Ave,8306,41.928887,-87.658971
Wells St & Polk St,10773,41.872731542263075,-87.63351649045944
Emerald Ave & 31st St,6865,41.838198,-87.645143
Marine Dr & Ainslie St,7671,41.971619248,-87.650226116
Karlov Ave & Madison St,161,41.88085,-87.727907
Damen Ave & Grand Ave,6122,41.892507195,-87.676944017
State St & 54th St,219,41.796642,-87.625923
Aberdeen St & Randolph St,11556,41.884128,-87.65432333333334
Kedzie Ave & Milwaukee Ave,15227,41.929598212,-87.707946181
May St & Cullerton St,2675,41.855157614,-87.654170156
Dearborn Pkwy & Delaware Pl,22136,41.898969,-87.629912
Lincoln Ave & Addison St,4087,41.946176,-87.673308
Long & Irving Park,989,41.95,-87.76
Franklin St & Jackson Blvd,17346,41.8772735,-87.63465983333333
Bissell St & Armitage Ave*,13115,41.9182955629354,-87.65218332409859
Sheffield Ave & Willow St,11274,41.913688,-87.652855
Southport Ave & Wrightwood Ave,12461,41.928773,-87.663913
Kingsbury St & Kinzie St,34508,41.88917683258,-87.6385057718
Stave St & Armitage Ave,4897,41.917741,-87.691392
State St & Van Buren St,10304,41.877181,-87.627844
Rush St & Superior St,15774,41.89576474564,-87.6259080327
Orleans St & Hubbard St,9105,41.889767289,-87.636452794
Eckhart Park,9169,41.89637337,-87.66098386
Clinton St & 18th St,3239,41.85795,-87.640826
Wood St & 35th St,1096,41.830160379,-87.670347333
Oakley Ave & Touhy Ave,691,42.012342,-87.688243
Indiana Ave & Roosevelt Rd,27760,41.868046522,-87.623095155
Broadway & Waveland Ave,23270,41.94909656,-87.648554325
Burnham Harbor,10401,41.85741178707404,-87.61379152536392
Michigan Ave & Ida B Wells Dr,7922,41.876243,-87.624426
Damen Ave & Foster Ave,5068,41.975623166666665,-87.67946283333333
W Armitage Ave & N Sheffield Ave,3174,41.92,-87.65
Martin Luther King Dr & 111th St,158,41.69,-87.61
Lawndale Ave & 16th St,66,41.86,-87.72
Christiana Ave & Lawrence Ave,2284,41.968378305,-87.711886644
State St & 19th St,2775,41.856594,-87.627542
Conservatory Dr & Lake St,860,41.885502,-87.716866
Monticello Ave & Chicago Ave,156,41.9,-87.72
Cottage Grove Ave & 43rd St,1420,41.81647563,-87.606625915
Dearborn St & Van Buren St,6498,41.876268,-87.629155
Public Rack - Maplewood Ave & 47th St,9,41.81,-87.69
Keystone Ave & Montrose Ave,1202,41.96111393,-87.729005575
Dorchester Ave & 49th St,1237,41.805811763,-87.592423916
Ravenswood Ave & Irving Park Rd,6088,41.95469,-87.67393
Orleans St & Elm St,6002,41.902924,-87.637715
Broadway & Barry Ave,30889,41.93758231600629,-87.6440978050232
Michigan Ave & Oak St,39659,41.90096039,-87.62377664
Sheridan Rd & Irving Park Rd,19703,41.954245,-87.654406
North Ave & New England Ave,66,41.91,-87.8
Wabash Ave & 87th St,440,41.73660666666667,-87.6226545
Jeffery Blvd & 71st St,552,41.766682148,-87.576426983
Public Rack - Austin Ave & Wellington Ave,14,41.94,-87.78
Lamon Ave & Belmont Ave,609,41.94,-87.75
Bosworth Ave & Howard St,1031,42.019540191,-87.669650555
Public Rack - Laflin St &51st ST,3,41.8,-87.66
Kildare Ave & Montrose Ave,1016,41.961060882,-87.735700369
Cottage Grove Ave & 83rd St,402,41.743441,-87.604836
Museum of Science and Industry,4606,41.79172820953,-87.583945009
Public Rack - Pulaski Rd & Armitage Ave,407,41.92,-87.73
Austin Blvd & Chicago Ave,258,41.894887,-87.774704
Sacramento Blvd & Polk St,97,41.87,-87.7
Throop St & Taylor St,8221,41.868968,-87.659141
Peoria St & Jackson Blvd,18319,41.8776415962753,-87.64961779117584
Wolcott Ave & Polk St,11845,41.871262,-87.673688
Roscoe & Harlem,86,41.94,-87.81
Paulina St & Flournoy St,9356,41.873109102,-87.668998241
Clinton St & Lake St,18819,41.885535598,-87.642123222
Ashland Ave & Division St,23646,41.90345,-87.667747
Ogden Ave & Roosevelt Rd,2326,41.866533518,-87.684629202
Public Rack - Longwood Dr & 111th St,13,41.69,-87.67
63rd St Beach,680,41.78091096424803,-87.57632374763489
Lakefront Trail & Bryn Mawr Ave,13303,41.9840555,-87.6522905
Dearborn St & Monroe St,18390,41.881319815,-87.6295209193
Larrabee St & Armitage Ave,9057,41.9181,-87.6437905
Morgan St & 18th St,5849,41.85804983333333,-87.65097216666666
Green St & Madison St,22676,41.881860614,-87.649262786
Sheridan Rd & Argyle St,5482,41.973428,-87.6546665
Avondale Ave & Irving Park Rd,2477,41.953393,-87.732002
Lakeview Ave & Fullerton Pkwy,22252,41.925858,-87.638973
Daley Center Plaza,16548,41.884241,-87.629634
Broadway & Belmont Ave,17278,41.940106,-87.645451
Cottage Grove Ave & 78th St,178,41.753174,-87.605026
Clifton Ave & Armitage Ave,10438,41.918198586,-87.656994939
Ashland Ave & Chicago Ave,6273,41.89595435734305,-87.6677280664444
Sangamon St & Lake St,12649,41.885838628,-87.651074529
Sedgwick St & North Ave,15563,41.911386,-87.638677
Clark St & Newport St,24436,41.94454,-87.654678
Damen Ave & Melrose Ave,4157,41.9406,-87.6785
Ellis Ave & 55th St,20709,41.794328666666665,-87.60154183333333
2112 W Peterson Ave,979,41.991178,-87.683593
Clark St & Wrightwood Ave,26775,41.929546,-87.643118
Clark St & Winnemac Ave,16628,41.973371148,-87.667869091
Jeffery Blvd & 76th St,184,41.75712006802,-87.5758393587
Hamlin Ave & 62nd Pl,214,41.78,-87.72
Michigan Ave & Washington St,23980,41.8839840647265,-87.6246839761734
Franklin St & Chicago Ave,17034,41.89680028,-87.635611296
Richmond St & Diversey Ave,3674,41.931953549,-87.701252341
Ogden Ave & Race Ave,9795,41.891795,-87.658751
Clinton St & Tilden St,4623,41.875885,-87.640795
Seeley Ave & Roscoe St,6835,41.943403,-87.679618
Larrabee St & Menomonee St,5935,41.91470778,-87.643357754
Kedzie Ave & Chicago Ave,957,41.895469546,-87.706122756
Claremont Ave & Hirsch St,3182,41.90777421,-87.685906768
California Ave & Fletcher St,3670,41.9384355,-87.69800583333334
Halsted St & 18th St,3969,41.85750568031716,-87.64599144458771
Malcolm X College,1018,41.877618,-87.673895
Shields Ave & 31st St,4917,41.838464,-87.635406
Columbus Dr & Randolph St,19018,41.884728,-87.619521
Clark St & Chicago Ave,12188,41.89675,-87.63089
State St & 33rd St,16484,41.834734,-87.625813
Hale Ave & 107th St,202,41.699206168127674,-87.66891896724701
Leavitt St & Armitage Ave,5967,41.917805,-87.682437
Dodge Ave & Mulford St,519,42.023463,-87.699595
Public Rack - Spaulding Ave & Evergreen Ave,348,41.91,-87.71
Sacramento Ave & Pershing Rd,193,41.82,-87.7
Public Rack - Lorel Ave & Grand Ave,120,41.92,-87.76
Hoyne Ave & 34th St,186,41.83,-87.68
Shabbona Park,145,41.94,-87.8
Public Rack - Wood St & 103rd St,26,41.71,-87.67
Francisco Ave & 47th St,202,41.81,-87.7
Public Rack - Melvina Ave & Belmont Ave,62,41.94,-87.78
Commercial Ave & 130th St,217,41.659125566,-87.550831795
Public Rack - Milwaukee Ave & Haussen Ct,293,41.94,-87.72
Public Rack - The Montessori School of Englewood,1,41.77,-87.67
Public Rack - Washtenaw Ave & Superior St,278,41.89,-87.7
Public Rack - Jeffrey Blvd & 71st St,11,41.77,-87.58
Public Rack - Saginaw Ave & 93rd St,12,41.73,-87.56
Halsted St & 51st St,347,41.801764846,-87.645219922
Public Rack - Hamlin Ave & Fullerton Ave,576,41.92,-87.72
Kedzie Ave & Roosevelt Rd,368,41.866583109,-87.70645535
Campbell Ave & 51st St,107,41.8,-87.69
Kildare Ave & 55th St,94,41.79,-87.73
Public Rack - Percy Julian HS,6,41.71,-87.65
Public Rack - 63rd & Western Ave S,6,41.78,-87.68
Public Rack - Sacramento Ave & Devon Ave,144,42.0,-87.7
Public Rack - Western Blvd & 49th St,215,41.8,-87.68
Public Rack - Christiana Ave & Bryn Mawr Ave,22,41.98,-87.71
Panama Ave & Grace St,56,41.95,-87.83
Lawndale Ave & 30th St,254,41.84,-87.72
Damen Ave & 59th St,283,41.786046267,-87.674201608
Western Ave & 21st St,1646,41.854064465,-87.685843706
Public Rack - State ST & 42nd St,90,41.82,-87.63
South Shore Dr & 67th St,1308,41.77373755,-87.567334652
Wolcott Ave & Fargo Ave,636,42.016924858,-87.677556634
Pulaski Rd & Congress Pkwy,180,41.874427319,-87.726121068
Central Ave & Lake St,275,41.887712359,-87.765420794
Parkside Ave & Armitage Ave,50,41.92,-87.77
Virginia Ave & Catalpa Ave,231,41.98,-87.7
Public Rack - Western Ave & 104th St - East,22,41.7,-87.68
Public Rack - Cicero Ave & Roscoe St,90,41.94,-87.75
Seeley Ave & Garfield Blvd,167,41.794085741,-87.675472021
MLK Jr Dr & 83rd St,152,41.743119359,-87.614792109
Olive Harvey College,116,41.70958209,-87.590227842
N Green St & W Lake St,8215,41.89,-87.65
Damen Ave & Pershing Rd,432,41.823198676,-87.676636577
Clark St & Columbia Ave,2727,42.004453778,-87.67245996
Torrence Ave & 106th St,140,41.702867746,-87.559821486
California Ave & 29th St,16,41.84,-87.69
Public Rack - Whipple St & 63rd St,9,41.78,-87.7
Ashland Ave & 74th St,105,41.759201288,-87.66346776500001
Narragansett & McLean,154,41.92,-87.79
St Louis Ave & Norman Bobbins Ave,214,41.79,-87.71
Francisco Ave & Bloomingdale Ave,1147,41.91,-87.7
Public Rack - Keystone Ave & North Ave,175,41.91,-87.73
Public Rack - Halsted St & 95th St - SE,53,41.72,-87.64
Chicago Ave & Washington St,3381,42.032554746,-87.679251552
Calumet Ave & 21st St,4365,41.854171,-87.61914516666667
W 103rd St & S Avers Ave,117,41.71,-87.72
Jeffery Blvd & 67th St,603,41.77351755125,-87.5771428255
Public Rack - Morgan St & 95th St,5,41.72,-87.65
Public Rack - Sawyer Ave & Bryn Mawr Ave - SE,10,41.98,-87.71
Public Rack - James Madison School,1,41.76,-87.59
Woodlawn Ave & 75th St,101,41.75916,-87.595751
Shields Ave & 43rd St,250,41.816235662,-87.634755135
Public Rack - Harvard Ave & 119th St,12,41.68,-87.63
